TxBENCH,0.96 beta,詳細ベンチマーク,

経過時間,現在の読み込み mB/s,現在の書き込み mB/s,現在の読み込み MB/s,現在の書き込み MB/s,現在の読み込み IO/s,現在の書き込み IO/s,現在の読み込み平均応答時間(ms),現在の書き込み平均応答時間(ms),現在の読み込み最小応答時間(ms),現在の書き込み最小応答時間(ms),現在の読み込み最大応答時間(ms),現在の書き込み最大応答時間(ms),現在の読み込みバイト数,現在の書き込みバイト数,現在の読み込みI/O数,現在の書き込みI/O数,全体の読み込み mB/s,全体の書き込み mB/s,全体の読み込み MB/s,全体の書き込み MB/s,全体の読み込み IO/s,全体の書き込み IO/s,全体の読み込み平均応答時間(ms),全体の書き込み平均応答時間(ms),全体の読み込み最小応答時間(ms),全体の書き込み最小応答時間(ms),全体の読み込み最大応答時間(ms),全体の書き込み最大応答時間(ms),全体の読み込みバイト数,全体の書き込みバイト数,全体の読み込みI/O数,全体の書き込みI/O数,
0:14:31:995,0.000000,0.016363,0.000000,0.015605,0.000000,3.994880,0.000000,273.294175,0.000000,256.171900,0.000000,301.683700,0,16384,0,4,0.000000,0.724491,0.000000,0.690929,0.000000,176.877699,0.000000,5.652326,0.000000,0.170000,0.000000,1446.785900,0,631750656,0,154236,
0:14:32:995,0.000000,0.012290,0.000000,0.011721,0.000000,3.000503,0.000000,292.686767,0.000000,280.627600,0.000000,305.371400,0,12288,0,3,0.000000,0.723675,0.000000,0.690151,0.000000,176.678559,0.000000,5.657909,0.000000,0.170000,0.000000,1446.785900,0,631762944,0,154239,
0:14:33:996,0.000000,0.016377,0.000000,0.015618,0.000000,3.998275,0.000000,287.134375,0.000000,254.267300,0.000000,327.374800,0,16384,0,4,0.000000,0.722866,0.000000,0.689379,0.000000,176.480897,0.000000,5.665209,0.000000,0.170000,0.000000,1446.785900,0,631779328,0,154243,
0:14:34:995,0.000000,0.040979,0.000000,0.039081,0.000000,10.004641,0.000000,92.937850,0.000000,0.210700,0.000000,257.599500,0,40960,0,10,0.000000,0.722087,0.000000,0.688636,0.000000,176.290725,0.000000,5.670867,0.000000,0.170000,0.000000,1446.785900,0,631820288,0,154253,
0:14:35:996,0.000000,0.028656,0.000000,0.027329,0.000000,6.996122,0.000000,146.881057,0.000000,100.024000,0.000000,213.442600,0,28672,0,7,0.000000,0.721295,0.000000,0.687880,0.000000,176.097358,0.000000,5.677274,0.000000,0.170000,0.000000,1446.785900,0,631848960,0,154260,
0:14:36:994,0.000000,0.032831,0.000000,0.031310,0.000000,8.015455,0.000000,123.967513,0.000000,102.443900,0.000000,166.868400,0,32768,0,8,0.000000,0.720511,0.000000,0.687133,0.000000,175.906070,0.000000,5.683409,0.000000,0.170000,0.000000,1446.785900,0,631881728,0,154268,
0:14:37:995,0.000000,0.024552,0.000000,0.023415,0.000000,5.994243,0.000000,166.643650,0.000000,100.323900,0.000000,224.250100,0,24576,0,6,0.000000,0.719718,0.000000,0.686376,0.000000,175.712361,0.000000,5.689669,0.000000,0.170000,0.000000,1446.785900,0,631906304,0,154274,
0:14:38:994,0.000000,0.016399,0.000000,0.015639,0.000000,4.003577,0.000000,224.360850,0.000000,222.741200,0.000000,228.362400,0,16384,0,4,0.000000,0.718918,0.000000,0.685614,0.000000,175.517188,0.000000,5.695338,0.000000,0.170000,0.000000,1446.785900,0,631922688,0,154278,
0:14:39:995,0.000000,0.016368,0.000000,0.015609,0.000000,3.996011,0.000000,245.665750,0.000000,226.023700,0.000000,278.040300,0,16384,0,4,0.000000,0.718119,0.000000,0.684852,0.000000,175.322081,0.000000,5.701560,0.000000,0.170000,0.000000,1446.785900,0,631939072,0,154282,
0:14:40:994,0.000000,0.016397,0.000000,0.015638,0.000000,4.003255,0.000000,272.216075,0.000000,258.119500,0.000000,293.522600,0,16384,0,4,0.000000,0.717323,0.000000,0.684093,0.000000,175.127777,0.000000,5.708469,0.000000,0.170000,0.000000,1446.785900,0,631955456,0,154286,
0:14:41:995,0.000000,0.016368,0.000000,0.015610,0.000000,3.996184,0.000000,256.218450,0.000000,239.385400,0.000000,273.063200,0,16384,0,4,0.000000,0.716528,0.000000,0.683334,0.000000,174.933564,0.000000,5.714964,0.000000,0.170000,0.000000,1446.785900,0,631971840,0,154290,
0:14:42:995,0.000000,0.016387,0.000000,0.015628,0.000000,4.000764,0.000000,256.189100,0.000000,221.782800,0.000000,290.602000,0,16384,0,4,0.000000,0.715735,0.000000,0.682578,0.000000,174.740017,0.000000,5.721457,0.000000,0.170000,0.000000,1446.785900,0,631988224,0,154294,
0:14:43:995,0.000000,0.016384,0.000000,0.015625,0.000000,4.000014,0.000000,256.234150,0.000000,222.661800,0.000000,295.789400,0,16384,0,4,0.000000,0.714944,0.000000,0.681824,0.000000,174.546871,0.000000,5.727952,0.000000,0.170000,0.000000,1446.785900,0,632004608,0,154298,
0:14:44:995,0.000000,0.016381,0.000000,0.015623,0.000000,3.999383,0.000000,252.813625,0.000000,237.563600,0.000000,266.480700,0,16384,0,4,0.000000,0.714155,0.000000,0.681071,0.000000,174.354130,0.000000,5.734357,0.000000,0.170000,0.000000,1446.785900,0,632020992,0,154302,
0:14:45:996,0.000000,0.012276,0.000000,0.011708,0.000000,2.997168,0.000000,268.740833,0.000000,223.742200,0.000000,326.829000,0,12288,0,3,0.000000,0.713362,0.000000,0.680315,0.000000,174.160541,0.000000,5.739470,0.000000,0.170000,0.000000,1446.785900,0,632033280,0,154305,
0:14:46:994,0.000000,0.016416,0.000000,0.015656,0.000000,4.007833,0.000000,234.419375,0.000000,223.220200,0.000000,252.968000,0,16384,0,4,0.000000,0.712577,0.000000,0.679567,0.000000,173.969085,0.000000,5.745398,0.000000,0.170000,0.000000,1446.785900,0,632049664,0,154309,
0:14:47:995,0.000000,0.020464,0.000000,0.019516,0.000000,4.995975,0.000000,247.120060,0.000000,221.130000,0.000000,285.447300,0,20480,0,5,0.000000,0.711797,0.000000,0.678823,0.000000,173.778644,0.000000,5.753219,0.000000,0.170000,0.000000,1446.785900,0,632070144,0,154314,
0:14:48:994,0.000000,0.016397,0.000000,0.015638,0.000000,4.003248,0.000000,256.993025,0.000000,236.017000,0.000000,273.859500,0,16384,0,4,0.000000,0.711016,0.000000,0.678077,0.000000,173.587824,0.000000,5.759731,0.000000,0.170000,0.000000,1446.785900,0,632086528,0,154318,
0:14:49:995,0.000000,0.012278,0.000000,0.011710,0.000000,2.997677,0.000000,250.200533,0.000000,245.368500,0.000000,259.363800,0,12288,0,3,0.000000,0.710230,0.000000,0.677328,0.000000,173.395999,0.000000,5.764483,0.000000,0.170000,0.000000,1446.785900,0,632098816,0,154321,
0:14:50:995,0.000000,0.020468,0.000000,0.019520,0.000000,4.997176,0.000000,249.759880,0.000000,219.912400,0.000000,305.953800,0,20480,0,5,0.000000,0.709455,0.000000,0.676589,0.000000,173.206891,0.000000,5.772388,0.000000,0.170000,0.000000,1446.785900,0,632119296,0,154326,
0:14:51:996,0.000000,0.012279,0.000000,0.011710,0.000000,2.997701,0.000000,266.571900,0.000000,223.604700,0.000000,294.049700,0,12288,0,3,0.000000,0.708673,0.000000,0.675843,0.000000,173.015926,0.000000,5.777458,0.000000,0.170000,0.000000,1446.785900,0,632131584,0,154329,
0:14:52:995,0.000000,0.016395,0.000000,0.015636,0.000000,4.002719,0.000000,260.313175,0.000000,222.339200,0.000000,295.602800,0,16384,0,4,0.000000,0.707899,0.000000,0.675105,0.000000,172.826788,0.000000,5.784055,0.000000,0.170000,0.000000,1446.785900,0,632147968,0,154333,
0:14:53:994,0.000000,0.016409,0.000000,0.015649,0.000000,4.006166,0.000000,266.990350,0.000000,228.929300,0.000000,289.773200,0,16384,0,4,0.000000,0.707126,0.000000,0.674368,0.000000,172.638240,0.000000,5.790825,0.000000,0.170000,0.000000,1446.785900,0,632164352,0,154337,
0:14:54:994,0.000000,0.016375,0.000000,0.015616,0.000000,3.997730,0.000000,272.496475,0.000000,256.192100,0.000000,299.111000,0,16384,0,4,0.000000,0.706354,0.000000,0.673632,0.000000,172.449706,0.000000,5.797737,0.000000,0.170000,0.000000,1446.785900,0,632180736,0,154341,
0:14:55:995,0.000000,0.012284,0.000000,0.011715,0.000000,2.998953,0.000000,256.220867,0.000000,220.378500,0.000000,293.016800,0,12288,0,3,0.000000,0.705579,0.000000,0.672893,0.000000,172.260519,0.000000,5.802604,0.000000,0.170000,0.000000,1446.785900,0,632193024,0,154344,
0:14:56:995,0.000000,0.040965,0.000000,0.039067,0.000000,10.001127,0.000000,124.381350,0.000000,0.383700,0.000000,256.194300,0,40960,0,10,0.000000,0.704838,0.000000,0.672186,0.000000,172.079646,0.000000,5.810287,0.000000,0.170000,0.000000,1446.785900,0,632233984,0,154354,
0:14:57:994,0.000000,0.028690,0.000000,0.027361,0.000000,7.004390,0.000000,126.880300,0.000000,100.259600,0.000000,172.799700,0,28672,0,7,0.000000,0.704086,0.000000,0.671468,0.000000,171.895934,0.000000,5.815777,0.000000,0.170000,0.000000,1446.785900,0,632262656,0,154361,
0:14:58:994,0.000000,0.036845,0.000000,0.035138,0.000000,8.995246,0.000000,121.776778,0.000000,102.819000,0.000000,175.303700,0,36864,0,9,0.000000,0.703343,0.000000,0.670760,0.000000,171.714634,0.000000,5.822538,0.000000,0.170000,0.000000,1446.785900,0,632299520,0,154370,
0:14:59:994,0.000000,0.028695,0.000000,0.027366,0.000000,7.005593,0.000000,140.804029,0.000000,102.443700,0.000000,179.423800,0,28672,0,7,0.000000,0.702594,0.000000,0.670046,0.000000,171.531769,0.000000,5.828658,0.000000,0.170000,0.000000,1446.785900,0,632328192,0,154377,
0:15:00:994,0.000000,0.028653,0.000000,0.027326,0.000000,6.995418,0.000000,130.041357,0.000000,102.998600,0.000000,162.742700,0,28672,0,7,0.000000,0.701846,0.000000,0.669332,0.000000,171.349032,0.000000,5.834290,0.000000,0.170000,0.000000,1446.785900,0,632356864,0,154384,
0:15:01:996,0.000000,0.032729,0.000000,0.031213,0.000000,7.990448,0.000000,139.944975,0.000000,103.830000,0.000000,200.678800,0,32768,0,8,0.000000,0.701103,0.000000,0.668624,0.000000,171.167707,0.000000,5.841239,0.000000,0.170000,0.000000,1446.785900,0,632389632,0,154392,
0:15:02:994,0.000000,0.020521,0.000000,0.019570,0.000000,5.009944,0.000000,168.400380,0.000000,161.555900,0.000000,176.543000,0,20480,0,5,0.000000,0.700351,0.000000,0.667906,0.000000,170.984064,0.000000,5.846504,0.000000,0.170000,0.000000,1446.785900,0,632410112,0,154397,
0:15:03:994,0.000000,0.024556,0.000000,0.023419,0.000000,5.995225,0.000000,171.225067,0.000000,0.373500,0.000000,263.472100,0,24576,0,6,0.000000,0.699603,0.000000,0.667193,0.000000,170.801407,0.000000,5.852930,0.000000,0.170000,0.000000,1446.785900,0,632434688,0,154403,
0:15:04:995,0.000000,0.020457,0.000000,0.019509,0.000000,4.994299,0.000000,205.216720,0.000000,187.383000,0.000000,228.485800,0,20480,0,5,0.000000,0.698851,0.000000,0.666477,0.000000,170.617984,0.000000,5.859386,0.000000,0.170000,0.000000,1446.785900,0,632455168,0,154408,
0:15:05:995,0.000000,0.024585,0.000000,0.023446,0.000000,6.002218,0.000000,177.036450,0.000000,152.753900,0.000000,206.863300,0,24576,0,6,0.000000,0.698107,0.000000,0.665767,0.000000,170.436355,0.000000,5.866037,0.000000,0.170000,0.000000,1446.785900,0,632479744,0,154414,
0:15:06:995,0.000000,0.020488,0.000000,0.019539,0.000000,5.001921,0.000000,180.691260,0.000000,173.765000,0.000000,199.141900,0,20480,0,5,0.000000,0.697360,0.000000,0.665055,0.000000,170.254026,0.000000,5.871698,0.000000,0.170000,0.000000,1446.785900,0,632500224,0,154419,
0:15:07:995,0.000000,0.020485,0.000000,0.019536,0.000000,5.001275,0.000000,209.574700,0.000000,156.598400,0.000000,257.766800,0,20480,0,5,0.000000,0.696615,0.000000,0.664344,0.000000,170.072074,0.000000,5.878294,0.000000,0.170000,0.000000,1446.785900,0,632520704,0,154424,
0:15:08:995,0.000000,0.024572,0.000000,0.023434,0.000000,5.999083,0.000000,174.812317,0.000000,148.959500,0.000000,202.945900,0,24576,0,6,0.000000,0.695876,0.000000,0.663639,0.000000,169.891546,0.000000,5.884857,0.000000,0.170000,0.000000,1446.785900,0,632545280,0,154430,
0:15:09:994,0.000000,0.016388,0.000000,0.015629,0.000000,4.000979,0.000000,208.160875,0.000000,197.418400,0.000000,235.314300,0,16384,0,4,0.000000,0.695129,0.000000,0.662927,0.000000,169.709292,0.000000,5.890096,0.000000,0.170000,0.000000,1446.785900,0,632561664,0,154434,
0:15:10:995,0.000000,0.024561,0.000000,0.023423,0.000000,5.996245,0.000000,180.601500,0.000000,149.474700,0.000000,212.800800,0,24576,0,6,0.000000,0.694393,0.000000,0.662224,0.000000,169.529471,0.000000,5.896884,0.000000,0.170000,0.000000,1446.785900,0,632586240,0,154440,
0:15:11:994,0.000000,0.020505,0.000000,0.019555,0.000000,5.006023,0.000000,190.284960,0.000000,151.938900,0.000000,223.906400,0,20480,0,5,0.000000,0.693655,0.000000,0.661521,0.000000,169.349287,0.000000,5.902853,0.000000,0.170000,0.000000,1446.785900,0,632606720,0,154445,
0:15:12:995,0.000000,0.020447,0.000000,0.019500,0.000000,4.991923,0.000000,196.283080,0.000000,155.454900,0.000000,240.120700,0,20480,0,5,0.000000,0.692916,0.000000,0.660816,0.000000,169.168976,0.000000,5.909016,0.000000,0.170000,0.000000,1446.785900,0,632627200,0,154450,
0:15:13:994,0.000000,0.024610,0.000000,0.023470,0.000000,6.008243,0.000000,188.209817,0.000000,148.763800,0.000000,224.292000,0,24576,0,6,0.000000,0.692186,0.000000,0.660120,0.000000,168.990706,0.000000,5.916098,0.000000,0.170000,0.000000,1446.785900,0,632651776,0,154456,
0:15:14:994,0.000000,0.020473,0.000000,0.019524,0.000000,4.998190,0.000000,188.591280,0.000000,162.018400,0.000000,213.280200,0,20480,0,5,0.000000,0.691452,0.000000,0.659420,0.000000,168.811413,0.000000,5.922011,0.000000,0.170000,0.000000,1446.785900,0,632672256,0,154461,
0:15:15:995,0.000000,0.024574,0.000000,0.023436,0.000000,5.999497,0.000000,180.892067,0.000000,170.233700,0.000000,200.426900,0,24576,0,6,0.000000,0.690723,0.000000,0.658725,0.000000,168.633654,0.000000,5.928808,0.000000,0.170000,0.000000,1446.785900,0,632696832,0,154467,
0:15:16:995,0.000000,0.020467,0.000000,0.019519,0.000000,4.996907,0.000000,179.108860,0.000000,163.311300,0.000000,192.372000,0,20480,0,5,0.000000,0.689992,0.000000,0.658028,0.000000,168.455094,0.000000,5.934413,0.000000,0.170000,0.000000,1446.785900,0,632717312,0,154472,
0:15:17:994,0.000000,0.020496,0.000000,0.019547,0.000000,5.003988,0.000000,186.322040,0.000000,154.677500,0.000000,228.433100,0,20480,0,5,0.000000,0.689263,0.000000,0.657333,0.000000,168.277183,0.000000,5.940252,0.000000,0.170000,0.000000,1446.785900,0,632737792,0,154477,
0:15:18:994,0.000000,0.020484,0.000000,0.019535,0.000000,5.000914,0.000000,204.977240,0.000000,161.737800,0.000000,257.201200,0,20480,0,5,0.000000,0.688536,0.000000,0.656639,0.000000,168.099546,0.000000,5.946694,0.000000,0.170000,0.000000,1446.785900,0,632758272,0,154482,
0:15:19:996,0.000000,0.024525,0.000000,0.023389,0.000000,5.987480,0.000000,178.718633,0.000000,164.018900,0.000000,209.220200,0,24576,0,6,0.000000,0.687812,0.000000,0.655949,0.000000,167.922968,0.000000,5.953404,0.000000,0.170000,0.000000,1446.785900,0,632782848,0,154488,
0:15:20:994,0.000000,0.020519,0.000000,0.019569,0.000000,5.009570,0.000000,195.713180,0.000000,150.362200,0.000000,243.782100,0,20480,0,5,0.000000,0.687089,0.000000,0.655259,0.000000,167.746417,0.000000,5.959546,0.000000,0.170000,0.000000,1446.785900,0,632803328,0,154493,
0:15:21:994,0.000000,0.024589,0.000000,0.023450,0.000000,6.003132,0.000000,170.815583,0.000000,153.508800,0.000000,196.083300,0,24576,0,6,0.000000,0.686371,0.000000,0.654575,0.000000,167.571080,0.000000,5.965948,0.000000,0.170000,0.000000,1446.785900,0,632827904,0,154499,
0:15:22:995,0.000000,0.024558,0.000000,0.023421,0.000000,5.995694,0.000000,171.588200,0.000000,149.202000,0.000000,204.122800,0,24576,0,6,0.000000,0.685654,0.000000,0.653890,0.000000,167.395898,0.000000,5.972379,0.000000,0.170000,0.000000,1446.785900,0,632852480,0,154505,
0:15:23:996,0.000000,0.020459,0.000000,0.019511,0.000000,4.994902,0.000000,192.358860,0.000000,156.800400,0.000000,233.219800,0,20480,0,5,0.000000,0.684933,0.000000,0.653203,0.000000,167.219958,0.000000,5.978411,0.000000,0.170000,0.000000,1446.785900,0,632872960,0,154510,
0:15:24:994,0.000000,0.020503,0.000000,0.019553,0.000000,5.005611,0.000000,189.482900,0.000000,154.634100,0.000000,213.646600,0,20480,0,5,0.000000,0.684215,0.000000,0.652519,0.000000,167.044787,0.000000,5.984349,0.000000,0.170000,0.000000,1446.785900,0,632893440,0,154515,
0:15:25:995,0.000000,0.024573,0.000000,0.023434,0.000000,5.999200,0.000000,178.994050,0.000000,154.768600,0.000000,202.270500,0,24576,0,6,0.000000,0.683503,0.000000,0.651839,0.000000,166.870846,0.000000,5.991067,0.000000,0.170000,0.000000,1446.785900,0,632918016,0,154521,
0:15:26:995,0.000000,0.024573,0.000000,0.023434,0.000000,5.999225,0.000000,170.691900,0.000000,158.117100,0.000000,184.523900,0,24576,0,6,0.000000,0.682792,0.000000,0.651161,0.000000,166.697282,0.000000,5.997462,0.000000,0.170000,0.000000,1446.785900,0,632942592,0,154527,
0:15:27:994,0.000000,0.020499,0.000000,0.019549,0.000000,5.004624,0.000000,180.424640,0.000000,150.316500,0.000000,217.289900,0,20480,0,5,0.000000,0.682079,0.000000,0.650481,0.000000,166.523204,0.000000,6.003106,0.000000,0.170000,0.000000,1446.785900,0,632963072,0,154532,
0:15:28:994,0.000000,0.020479,0.000000,0.019530,0.000000,4.999742,0.000000,195.981860,0.000000,178.509700,0.000000,209.777800,0,20480,0,5,0.000000,0.681367,0.000000,0.649802,0.000000,166.349325,0.000000,6.009252,0.000000,0.170000,0.000000,1446.785900,0,632983552,0,154537,
0:15:29:994,0.000000,0.024563,0.000000,0.023425,0.000000,5.996788,0.000000,181.493183,0.000000,167.276500,0.000000,219.990900,0,24576,0,6,0.000000,0.680660,0.000000,0.649128,0.000000,166.176809,0.000000,6.016065,0.000000,0.170000,0.000000,1446.785900,0,633008128,0,154543,
0:15:30:994,0.000000,0.020477,0.000000,0.019528,0.000000,4.999267,0.000000,178.759240,0.000000,149.479200,0.000000,201.627800,0,20480,0,5,0.000000,0.679951,0.000000,0.648452,0.000000,166.003659,0.000000,6.021654,0.000000,0.170000,0.000000,1446.785900,0,633028608,0,154548,
0:15:31:994,0.000000,0.024586,0.000000,0.023447,0.000000,6.002529,0.000000,178.342383,0.000000,156.021800,0.000000,207.970900,0,24576,0,6,0.000000,0.679248,0.000000,0.647781,0.000000,165.832055,0.000000,6.028344,0.000000,0.170000,0.000000,1446.785900,0,633053184,0,154554,
0:15:32:995,0.000000,0.024555,0.000000,0.023418,0.000000,5.994933,0.000000,174.350300,0.000000,152.138900,0.000000,212.891800,0,24576,0,6,0.000000,0.678546,0.000000,0.647112,0.000000,165.660593,0.000000,6.034878,0.000000,0.170000,0.000000,1446.785900,0,633077760,0,154560,
0:15:33:995,0.000000,0.016391,0.000000,0.015632,0.000000,4.001688,0.000000,217.106875,0.000000,149.523400,0.000000,259.306900,0,16384,0,4,0.000000,0.677837,0.000000,0.646436,0.000000,165.487582,0.000000,6.040340,0.000000,0.170000,0.000000,1446.785900,0,633094144,0,154564,
0:15:34:996,0.000000,0.016367,0.000000,0.015609,0.000000,3.995815,0.000000,263.005775,0.000000,240.315200,0.000000,279.484800,0,16384,0,4,0.000000,0.677129,0.000000,0.645760,0.000000,165.314682,0.000000,6.046990,0.000000,0.170000,0.000000,1446.785900,0,633110528,0,154568,
0:15:35:994,0.000000,0.016408,0.000000,0.015648,0.000000,4.005796,0.000000,255.939950,0.000000,236.622200,0.000000,299.292500,0,16384,0,4,0.000000,0.676424,0.000000,0.645088,0.000000,165.142591,0.000000,6.053457,0.000000,0.170000,0.000000,1446.785900,0,633126912,0,154572,
0:15:36:995,0.000000,0.012277,0.000000,0.011708,0.000000,2.997310,0.000000,295.616300,0.000000,289.974300,0.000000,300.769500,0,12288,0,3,0.000000,0.675715,0.000000,0.644412,0.000000,164.969387,0.000000,6.059077,0.000000,0.170000,0.000000,1446.785900,0,633139200,0,154575,
0:15:37:995,0.000000,0.016380,0.000000,0.015621,0.000000,3.999083,0.000000,258.962775,0.000000,231.865300,0.000000,294.153100,0,16384,0,4,0.000000,0.675012,0.000000,0.643741,0.000000,164.797736,0.000000,6.065621,0.000000,0.170000,0.000000,1446.785900,0,633155584,0,154579,
0:15:38:995,0.000000,0.016384,0.000000,0.015625,0.000000,4.000056,0.000000,256.192225,0.000000,246.344900,0.000000,266.048300,0,16384,0,4,0.000000,0.674310,0.000000,0.643072,0.000000,164.626493,0.000000,6.072094,0.000000,0.170000,0.000000,1446.785900,0,633171968,0,154583,
0:15:39:995,0.000000,0.016381,0.000000,0.015622,0.000000,3.999343,0.000000,249.665200,0.000000,234.026000,0.000000,256.591100,0,16384,0,4,0.000000,0.673610,0.000000,0.642405,0.000000,164.455584,0.000000,6.078397,0.000000,0.170000,0.000000,1446.785900,0,633188352,0,154587,
0:15:40:994,0.000000,0.016399,0.000000,0.015640,0.000000,4.003776,0.000000,262.741050,0.000000,238.731500,0.000000,299.912800,0,16384,0,4,0.000000,0.672912,0.000000,0.641739,0.000000,164.285231,0.000000,6.085038,0.000000,0.170000,0.000000,1446.785900,0,633204736,0,154591,
0:15:41:994,0.000000,0.016390,0.000000,0.015631,0.000000,4.001499,0.000000,253.203625,0.000000,240.672000,0.000000,267.017700,0,16384,0,4,0.000000,0.672216,0.000000,0.641075,0.000000,164.115141,0.000000,6.091432,0.000000,0.170000,0.000000,1446.785900,0,633221120,0,154595,
0:15:42:995,0.000000,0.016367,0.000000,0.015609,0.000000,3.995901,0.000000,259.286100,0.000000,238.046700,0.000000,270.140400,0,16384,0,4,0.000000,0.671519,0.000000,0.640411,0.000000,163.945167,0.000000,6.097983,0.000000,0.170000,0.000000,1446.785900,0,633237504,0,154599,
0:15:43:994,0.000000,0.016399,0.000000,0.015639,0.000000,4.003585,0.000000,256.174300,0.000000,241.473400,0.000000,270.878500,0,16384,0,4,0.000000,0.670826,0.000000,0.639750,0.000000,163.775888,0.000000,6.104453,0.000000,0.170000,0.000000,1446.785900,0,633253888,0,154603,
0:15:44:995,0.000000,0.016369,0.000000,0.015611,0.000000,3.996434,0.000000,250.625100,0.000000,233.691500,0.000000,267.979000,0,16384,0,4,0.000000,0.670133,0.000000,0.639089,0.000000,163.606657,0.000000,6.110779,0.000000,0.170000,0.000000,1446.785900,0,633270272,0,154607,
0:15:45:995,0.000000,0.016383,0.000000,0.015624,0.000000,3.999687,0.000000,256.545025,0.000000,234.783000,0.000000,281.156200,0,16384,0,4,0.000000,0.669442,0.000000,0.638429,0.000000,163.437924,0.000000,6.117258,0.000000,0.170000,0.000000,1446.785900,0,633286656,0,154611,
0:15:46:994,0.000000,0.012303,0.000000,0.011733,0.000000,3.003649,0.000000,267.175667,0.000000,256.195500,0.000000,277.688600,0,12288,0,3,0.000000,0.668749,0.000000,0.637768,0.000000,163.268715,0.000000,6.122323,0.000000,0.170000,0.000000,1446.785900,0,633298944,0,154614,
0:15:47:995,0.000000,0.016360,0.000000,0.015602,0.000000,3.994119,0.000000,253.322750,0.000000,244.763400,0.000000,260.278800,0,16384,0,4,0.000000,0.668059,0.000000,0.637111,0.000000,163.100456,0.000000,6.128719,0.000000,0.170000,0.000000,1446.785900,0,633315328,0,154618,
0:15:48:996,0.000000,0.016382,0.000000,0.015623,0.000000,3.999406,0.000000,256.512875,0.000000,251.843000,0.000000,259.030100,0,16384,0,4,0.000000,0.667373,0.000000,0.636456,0.000000,162.932778,0.000000,6.135196,0.000000,0.170000,0.000000,1446.785900,0,633331712,0,154622,
0:15:49:994,0.000000,0.016412,0.000000,0.015652,0.000000,4.006798,0.000000,245.030325,0.000000,231.665000,0.000000,256.286300,0,16384,0,4,0.000000,0.666689,0.000000,0.635804,0.000000,162.765770,0.000000,6.141376,0.000000,0.170000,0.000000,1446.785900,0,633348096,0,154626,
0:15:50:994,0.000000,0.016382,0.000000,0.015623,0.000000,3.999571,0.000000,243.152700,0.000000,232.280100,0.000000,259.104400,0,16384,0,4,0.000000,0.666005,0.000000,0.635152,0.000000,162.598804,0.000000,6.147507,0.000000,0.170000,0.000000,1446.785900,0,633364480,0,154630,
0:15:51:995,0.000000,0.016365,0.000000,0.015607,0.000000,3.995353,0.000000,262.248825,0.000000,247.983600,0.000000,271.006400,0,16384,0,4,0.000000,0.665322,0.000000,0.634500,0.000000,162.432008,0.000000,6.154132,0.000000,0.170000,0.000000,1446.785900,0,633380864,0,154634,
0:15:52:995,0.000000,0.016380,0.000000,0.015621,0.000000,3.998910,0.000000,241.787725,0.000000,230.635400,0.000000,266.076200,0,16384,0,4,0.000000,0.664640,0.000000,0.633850,0.000000,162.265715,0.000000,6.160227,0.000000,0.170000,0.000000,1446.785900,0,633397248,0,154638,
0:15:53:995,0.000000,0.016392,0.000000,0.015633,0.000000,4.002007,0.000000,289.271725,0.000000,235.237800,0.000000,347.039800,0,16384,0,4,0.000000,0.663961,0.000000,0.633203,0.000000,162.099902,0.000000,6.167550,0.000000,0.170000,0.000000,1446.785900,0,633413632,0,154642,
0:15:54:995,0.000000,0.016381,0.000000,0.015622,0.000000,3.999291,0.000000,255.456575,0.000000,244.964700,0.000000,267.495700,0,16384,0,4,0.000000,0.663283,0.000000,0.632556,0.000000,161.934321,0.000000,6.173998,0.000000,0.170000,0.000000,1446.785900,0,633430016,0,154646,
0:15:55:996,0.000000,0.016366,0.000000,0.015607,0.000000,3.995484,0.000000,254.218450,0.000000,237.674200,0.000000,274.705600,0,16384,0,4,0.000000,0.662606,0.000000,0.631910,0.000000,161.768925,0.000000,6.180413,0.000000,0.170000,0.000000,1446.785900,0,633446400,0,154650,
0:15:56:995,0.000000,0.016399,0.000000,0.015639,0.000000,4.003620,0.000000,256.112700,0.000000,247.816000,0.000000,259.779300,0,16384,0,4,0.000000,0.661931,0.000000,0.631266,0.000000,161.604219,0.000000,6.186878,0.000000,0.170000,0.000000,1446.785900,0,633462784,0,154654,
0:15:57:995,0.000000,0.012294,0.000000,0.011724,0.000000,3.001364,0.000000,252.804233,0.000000,237.573800,0.000000,264.642000,0,12288,0,3,0.000000,0.661253,0.000000,0.630620,0.000000,161.438736,0.000000,6.191662,0.000000,0.170000,0.000000,1446.785900,0,633475072,0,154657,
0:15:58:995,0.000000,0.016390,0.000000,0.015630,0.000000,4.001367,0.000000,258.404075,0.000000,244.868400,0.000000,274.795900,0,16384,0,4,0.000000,0.660581,0.000000,0.629979,0.000000,161.274623,0.000000,6.198184,0.000000,0.170000,0.000000,1446.785900,0,633491456,0,154661,
0:15:59:994,0.000000,0.016399,0.000000,0.015639,0.000000,4.003657,0.000000,258.675300,0.000000,235.348300,0.000000,290.827400,0,16384,0,4,0.000000,0.659910,0.000000,0.629340,0.000000,161.110947,0.000000,6.204714,0.000000,0.170000,0.000000,1446.785900,0,633507840,0,154665,
0:16:00:995,0.000000,0.016356,0.000000,0.015598,0.000000,3.993191,0.000000,256.189125,0.000000,238.303400,0.000000,274.268200,0,16384,0,4,0.000000,0.659240,0.000000,0.628700,0.000000,160.947173,0.000000,6.211179,0.000000,0.170000,0.000000,1446.785900,0,633524224,0,154669,
